CustomerID,OriginalCustomerID,FirstName,LastName,Gender,Region,SSN
87,C0087,John,Unknown,Male,California,263-34-6589
88,C0088,William,Unknown,Male,Ohio,622.41.1761
89,C0089,Anthony,Lin,Male,New York,231-34-6985
90,C0090,Jeremy,Williams,Male,New York,638708215
91,C0091,Anna,Unknown,Female,Texas,551/20/3013
92,C0092,Antonio,Unknown,Male,Ohio,056245826
93,C0093,Samuel,Woods,Male,Ohio,498/10/5868
94,C0094,Darren,Woods,Male,Texas,301.92.4330
95,C0095,Paul,Reed,Male,Texas,378-8854-80
96,C0096,Christina,Brown,Female,California,869-8672-31
97,C0097,Anthony,Watts,Male,Texas,620/44/5794
98,C0098,Cassandra,Jones,Female,New York,149340457
99,C0099,Corey,Valentine,Male,California,940/17/7867
100,C0100,Vernon,Morrow,Male,Texas,719/37/8837
101,C0101,Robert,Johnson,Male,Ohio,040-6106-97
102,C0102,Dennis,Dominguez,Male,New York,550/01/1030
103,C0103,Michael,Unknown,Male,California,696/54/6354
104,C0104,Stanley,Martin,Male,New York,842.67.0625
105,C0105,David,Vance,Male,New York,343-0309-22
106,C0106,Jason,Abbott,Male,Texas,636/18/1643
107,C0107,Christine,Ellis,Female,New York,634157903
108,C0108,Edwin,Burgess,Male,New York,078/39/8291
109,C0109,Caleb,Long,Male,Unknown,580/78/2929
110,C0110,Megan,Miller,Female,Ohio,898-14-6425
111,C0111,Brett,Unknown,Male,Texas,125/91/7939
112,C0112,Tyrone,Bell,Male,California,753-05-5870
113,C0113,Fernando,Martinez,Male,California,913-0392-42
114,C0114,Tyrone,Brown,Male,Texas,333-4677-11
115,C0115,William,Branch,Male,New York,008.41.7074
116,C0116,Richard,Unknown,Male,California,358.34.4223
117,C0117,Donald,Terrell,Male,California,207-88-9507
118,C0118,Joseph,Morgan,Male,Ohio,153-1650-24
119,C0119,Johnny,Unknown,Male,California,165.62.2040
120,C0120,Roger,Unknown,Male,California,562976885
121,C0121,Melissa,Dominguez,Female,New York,177/76/4159
122,C0122,Dustin,Cook,Male,Ohio,248.48.6801
123,C0123,Rebecca,Armstrong,Female,Ohio,624.66.3469
124,C0124,Gabriel,Unknown,Male,New York,175915578
125,C0125,Christopher,Green,Male,California,328058594
126,C0126,Keith,Oneal,Male,California,275.56.4906
127,C0127,Frank,Turner,Male,Unknown,817-84-4697
128,C0128,Tina,Unknown,Female,Ohio,387/15/2762
129,C0129,Gregory,Neal,Male,Texas,654553785
130,C0130,Ronald,Unknown,Male,Ohio,622/83/6352
131,C0131,Daniel,Unknown,Male,New York,378424172
132,C0132,Ryan,Stephens,Male,Unknown,198-5941-83
133,C0133,Kevin,Unknown,Male,Unknown,294/23/8712
134,C0134,Cole,Nelson,Male,California,677-4317-21
135,C0135,William,Watkins,Male,Texas,532-1241-44
136,C0136,Crystal,Floyd,Female,New York,168-52-8691
137,C0137,Nicole,Unknown,Female,New York,297.91.0856
138,C0138,William,Boone,Male,Unknown,499-81-2161
139,C0139,Robert,Cook,Male,Texas,615.11.2555
140,C0140,Cesar,Wise,Male,New York,203-69-9425
141,C0141,Douglas,Miller,Male,Ohio,964/33/8007
142,C0142,Travis,Johnson,Male,California,508-54-8337
143,C0143,Sydney,Fisher,Female,New York,706854753
144,C0144,Clifford,Unknown,Male,Texas,343/87/7021
145,C0145,Aaron,Unknown,Male,Texas,523/68/1709
146,C0146,Zachary,Unknown,Male,Ohio,608-6876-51
147,C0147,Christopher,Hall,Male,California,200/46/6014
148,C0148,Matthew,Unknown,Male,California,099/89/5098
149,C0149,Robert,Adkins,Male,New York,868-36-4514
150,C0150,Jon,Cohen,Male,California,635-23-8437
151,C0151,Matthew,Walter,Male,Unknown,649/41/9497
152,C0152,Steven,Unknown,Male,Texas,985/71/5518
153,C0153,Gregory,Krueger,Male,California,274.65.4231
154,C0154,Andrew,Unknown,Male,Texas,709/37/6129
155,C0155,Amanda,Browning,Female,Texas,000.80.2922
156,C0156,Derrick,Bennett,Male,New York,333070492
157,C0157,John,Unknown,Male,New York,905-21-5215
158,C0158,Jeffrey,Harris,Male,New York,470/86/8400
159,C0159,Alexander,Unknown,Male,New York,601802494
160,C0160,Amy,Cruz,Female,Texas,130/29/5709
161,C0161,Justin,Williams,Male,Unknown,780-84-0007
162,C0162,James,Williams,Male,New York,169-8295-71
163,C0163,Tina,Holt,Female,New York,546-5872-81
164,C0164,Theresa,Davis,Female,Texas,816.34.7228
165,C0165,Gregory,Ortega,Male,New York,859-3483-25
166,C0166,Ronald,Unknown,Male,New York,276.53.5075
167,C0167,Kevin,Unknown,Male,New York,076-88-2950
168,C0168,David,Miller,Male,California,914.36.7227
169,C0169,Keith,Reed,Male,New York,401/07/7473
170,C0170,Cody,Keller,Male,Ohio,684-75-7240
171,C0171,Tim,Cameron,Male,Texas,836.32.9420
172,C0172,Michael,Bates,Male,Texas,745-11-7268
173,C0173,Alexander,Flores,Male,Unknown,216.17.3440
174,C0174,Chloe,Wheeler,Female,Ohio,560-5974-28
175,C0175,Darrell,Smith,Male,New York,198963876
176,C0176,Edward,Bell,Male,New York,381-9101-40
177,C0177,Daniel,Unknown,Male,California,751-0588-72
178,C0178,Miguel,Chung,Male,New York,282577204
179,C0179,Michael,Unknown,Male,New York,204846261
180,C0180,John,Unknown,Male,California,348492942
181,C0181,Michael,Hodges,Male,Texas,778-30-1843
182,C0182,David,Tran,Male,Ohio,708199071
183,C0183,Mark,Howell,Male,Texas,735-3810-42
184,C0184,Miguel,Goodman,Male,Texas,713156107
185,C0185,James,Murphy,Male,New York,906/91/8733
186,C0186,Christopher,Santos,Male,Ohio,375/12/9236
187,C0187,Thomas,Unknown,Male,New York,021777542
188,C0188,Wayne,Snyder,Male,Texas,491-38-4012
189,C0189,David,Jackson,Male,New York,157-40-2491
190,C0190,Matthew,Gray,Male,Ohio,764979468
191,C0191,Christopher,Sandoval,Male,New York,690628259
192,C0192,Thomas,Unknown,Male,New York,359-56-1933
193,C0193,Julie,Lozano,Female,New York,749/67/4470
194,C0194,Eric,Unknown,Male,Ohio,689.37.9003
195,C0195,Tamara,Unknown,Female,New York,358-4954-00
196,C0196,Kevin,Unknown,Male,Unknown,121/19/2928
197,C0197,Tyler,Larsen,Male,New York,860616468
198,C0198,James,Ortiz,Male,California,603762095
199,C0199,Maurice,Unknown,Male,New York,959/51/2357
200,C0200,Mario,Huff,Male,Unknown,023-8191-37
201,C0201,Cameron,Santiago,Male,Ohio,035.58.0197
202,C0202,Jason,Unknown,Male,Ohio,858/37/6262
203,C0203,Michael,Holloway,Male,Ohio,523/56/9572
204,C0204,Raymond,Unknown,Male,New York,234-22-9115
205,C0205,Christopher,Johnson,Male,New York,196.54.2452
206,C0206,Steven,Johnson,Male,New York,350-34-3088
207,C0207,Brandon,Unknown,Male,Ohio,969/21/5763
208,C0208,Logan,Unknown,Male,Texas,956-29-7833
209,C0209,Andrew,Curtis,Male,New York,866-6045-95
210,C0210,Thomas,Lopez,Male,Ohio,826-47-0616
211,C0211,Daniel,Holland,Male,Ohio,115.11.4720
212,C0212,Eric,Burgess,Male,New York,207-1954-25
213,C0213,Brian,Esparza,Male,Ohio,499/92/6999
214,C0214,Larry,Knight,Male,Texas,238-5259-72
215,C0215,Reginald,Lee,Male,Texas,278-6380-19
216,C0216,Spencer,Howard,Male,Texas,854291313
217,C0217,Susan,Smith,Female,Texas,414622277
218,C0218,Daniel,Wilcox,Male,Ohio,852.84.1205
219,C0219,Derek,Unknown,Male,Unknown,527.30.6899
220,C0220,Gregory,Trujillo,Male,Texas,350-09-8032
221,C0221,Keith,Brown,Male,Texas,210.24.8549
222,C0222,Samantha,Barnes,Female,California,377.37.4733
223,C0223,Stephanie,Mckenzie,Female,Texas,096-7013-07
224,C0224,Cesar,Unknown,Male,Texas,907.42.6622
225,C0225,Thomas,Sosa,Male,Texas,079-30-2406
226,C0226,Christopher,Unknown,Male,New York,280.99.7339
227,C0227,Jeffrey,Unknown,Male,Ohio,465.35.7339
228,C0228,Travis,Jones,Male,New York,473-77-9006
229,C0229,Derrick,Walters,Male,New York,154.95.7652
230,C0230,Daniel,Mitchell,Male,California,899.86.9584
231,C0231,Jacob,Walton,Male,Texas,268796912
232,C0232,Mark,Hopkins,Male,New York,469/86/0676
233,C0233,Mary,Unknown,Female,Ohio,400/27/9865
234,C0234,Andrew,Bush,Male,California,376/12/4410
235,C0235,Amy,Unknown,Female,New York,604/91/9892
236,C0236,Travis,Unknown,Male,California,545.77.6601
237,C0237,Marc,Unknown,Male,New York,439493309
238,C0238,Jay,Wright,Male,Ohio,187/92/1561
239,C0239,Frank,Unknown,Male,New York,535-12-6229
240,C0240,Jessica,Unknown,Female,New York,810.76.7865
241,C0241,Samuel,Taylor,Male,New York,703724255
242,C0242,Jeffrey,Sparks,Male,New York,765.95.6872
243,C0243,Eric,Lopez,Male,New York,582-6685-00
244,C0244,Mark,Davidson,Male,Texas,677-6519-26
245,C0245,Mary,Anderson,Female,Texas,992/00/2853
246,C0246,Amanda,Kelly,Female,Ohio,418-5224-65
247,C0247,Steven,Williams,Male,New York,819/70/1950
248,C0248,Michelle,Morrow,Female,California,899686937
249,C0249,Robert,Pena,Male,New York,988-13-4076
250,C0250,Rodney,Adams,Male,New York,180071694
251,C0251,Roy,Cruz,Male,New York,495401130
252,C0252,Joan,Johnson,Female,California,466.71.0398
253,C0253,Michael,Unknown,Male,Ohio,798.49.0734
254,C0254,Shannon,Johnson,Female,New York,982.00.8775
255,C0255,David,Adams,Male,California,138-2451-44
256,C0256,Dwayne,Unknown,Male,New York,517.33.9517
257,C0257,Kevin,Unknown,Male,Ohio,361/85/8506
258,C0258,Sherry,Unknown,Female,Texas,533.41.9413
259,C0259,Samantha,Mays,Female,New York,594/56/7425
260,C0260,Robert,Anderson,Male,New York,925-17-6007
261,C0261,Julie,Meyers,Female,New York,522.61.5596
262,C0262,Kyle,Church,Male,Ohio,821572393
263,C0263,Nicholas,Clark,Male,New York,661308159
264,C0264,Tracy,Peterson,Female,Texas,350.02.8080
265,C0265,Lori,Mccarthy,Female,Texas,638/29/4112
266,C0266,Amy,Buck,Female,New York,150634899
267,C0267,James,Unknown,Male,New York,005-66-9453
268,C0268,Jessica,Dawson,Female,Ohio,463/68/4353
269,C0269,Madison,Unknown,Female,New York,093-7652-03
270,C0270,Richard,Schaefer,Male,Ohio,650/80/4653
271,C0271,Nicholas,Unknown,Male,California,088.13.8659
272,C0272,Erika,Sanchez,Female,Texas,759457940
273,C0273,Geoffrey,Bell,Male,California,378-0441-49
274,C0274,Michael,Martinez,Male,Ohio,221.45.4213
275,C0275,Joseph,Bowers,Male,Unknown,715420916
276,C0276,Johnathan,Williams,Male,California,698.77.0629
277,C0277,Jessica,Hawkins,Female,California,509952002
278,C0278,Seth,Unknown,Male,New York,574-59-5993
279,C0279,Jennifer,Ferguson,Female,New York,940-38-6159
280,C0280,Andrew,Smith,Male,Unknown,913-6969-10
281,C0281,Michelle,Conrad,Female,Texas,272/42/4961
282,C0282,Gavin,Sloan,Male,New York,409-5608-63
283,C0283,Heather,Hawkins,Female,Texas,285.96.0691
284,C0284,Erik,Baker,Male,Unknown,845-7862-88
285,C0285,Ruben,Unknown,Male,Ohio,280.78.2463
286,C0286,Mary,Griffin,Female,Texas,184-6499-18
287,C0287,Sharon,Unknown,Female,Texas,124.25.4335
288,C0288,Karen,Hays,Female,Unknown,448.28.6732
289,C0289,John,Williams,Male,California,559.57.9989
290,C0290,Erik,Unknown,Male,New York,608-71-7297
291,C0291,Jeffrey,Unknown,Male,Texas,561.24.5225
292,C0292,Shawn,Unknown,Male,New York,456-3413-94
293,C0293,Bradley,Black,Male,Texas,824/56/2887
294,C0294,Peter,Bennett,Male,Texas,312.52.9723
295,C0295,Bryan,Ryan,Male,California,748-1896-05
296,C0296,Nancy,Unknown,Female,California,182820684
297,C0297,Timothy,Myers,Male,Texas,667403920
298,C0298,Carla,Rosario,Female,California,889-89-0252
299,C0299,Hannah,Greer,Female,California,709-8128-72
300,C0300,Melanie,Thompson,Female,California,659-39-6269
301,C0301,Anthony,Unknown,Male,New York,479-5689-61
302,C0302,Jason,Gonzales,Male,New York,522-57-0366
303,C0303,Ryan,Matthews,Male,Unknown,727/85/9949
304,C0304,Calvin,Soto,Male,New York,898/08/3634
305,C0305,Curtis,Mccormick,Male,Ohio,765664501
306,C0306,Jonathan,Chan,Male,Unknown,722/35/0922
307,C0307,James,Franco,Male,Texas,413-69-2485
308,C0308,Larry,Walker,Male,California,558-3004-89
309,C0309,Anthony,Cox,Male,New York,789-7985-30
310,C0310,Kevin,Ray,Male,Texas,546/20/9671
311,C0311,David,Owens,Male,California,404-41-9336
312,C0312,Jack,Pugh,Male,California,158/15/7436
313,C0313,Christopher,Unknown,Male,Ohio,211.01.0961
314,C0314,David,Mcguire,Male,New York,596519026
315,C0315,Allison,Unknown,Female,Ohio,689.88.3957
316,C0316,George,Unknown,Male,Texas,305-09-9813
317,C0317,Steven,Stark,Male,California,908.70.1469
318,C0318,Michael,Solis,Male,New York,305.22.3195
319,C0319,Karen,Sullivan,Female,Texas,246-94-7297
320,C0320,Cory,Ramsey,Male,California,438-99-0756
321,C0321,Kelly,Unknown,Female,California,567039426
322,C0322,Joseph,Unknown,Male,Texas,897-8017-80
323,C0323,Peter,Henson,Male,New York,137.81.5524
324,C0324,Tony,Unknown,Male,Ohio,165-2215-26
325,C0325,Bonnie,Unknown,Female,Texas,005-6989-59
326,C0326,Joshua,Reynolds,Male,New York,660.36.0584
327,C0327,Anthony,Jordan,Male,New York,779-2521-82
328,C0328,Gregory,Allen,Male,New York,661-2657-81
329,C0329,Steven,Davis,Male,New York,271957229
330,C0330,Bryan,Richmond,Male,Texas,355-6643-42
331,C0331,David,Unknown,Male,California,356-0126-98
332,C0332,Erika,Unknown,Female,California,884-6584-37
333,C0333,David,Burns,Male,Texas,643-9228-20
334,C0334,John,Unknown,Male,California,375.72.6314
335,C0335,Larry,Jefferson,Male,New York,358-4194-04
336,C0336,Jesse,Unknown,Male,New York,129/12/1590
337,C0337,William,Ray,Male,Unknown,228-7071-40
338,C0338,Richard,Unknown,Male,Ohio,811.18.7611
339,C0339,Alex,Unknown,Male,Ohio,744-0211-27
340,C0340,Frank,Unknown,Male,California,277.76.9327
341,C0341,David,Unknown,Male,New York,797-9320-55
342,C0342,Robert,Unknown,Male,New York,990-32-5135
343,C0343,Matthew,Berry,Male,Ohio,894-81-9798
344,C0344,Noah,Unknown,Male,Texas,510296857
345,C0345,Anthony,Hull,Male,New York,697-9178-25
346,C0346,Jeremy,Lambert,Male,California,658/34/6936
347,C0347,Stephen,Phillips,Male,New York,734845687
348,C0348,Mike,Burke,Male,Texas,866.77.5234
349,C0349,John,Mcintosh,Male,New York,698/80/9899
350,C0350,David,Unknown,Male,California,147653850
351,C0351,Jessica,Manning,Female,New York,647.75.8737
352,C0352,Sean,Simpson,Male,Ohio,638-7289-08
353,C0353,Nathan,Unknown,Male,New York,504-2411-39
354,C0354,Mitchell,Johnson,Male,California,829-8763-88
355,C0355,Pamela,Mcbride,Female,New York,425.90.2226
356,C0356,Stephen,Taylor,Male,Texas,177-5404-42
357,C0357,Jose,Unknown,Male,New York,277415602
358,C0358,Roger,Thompson,Male,Ohio,802-12-7690
359,C0359,Alexander,Morrison,Male,Texas,836-92-1153
360,C0360,Gabriel,Walker,Male,Ohio,898/87/7272
361,C0361,Andrew,Tucker,Male,Ohio,648-0659-49
362,C0362,Matthew,Gillespie,Male,California,084-46-7165
363,C0363,Roy,Hernandez,Male,New York,893-61-4036
364,C0364,Howard,Carlson,Male,New York,507.62.8576
365,C0365,John,Edwards,Male,New York,632-49-3571
366,C0366,John,Edwards,Male,Ohio,462-59-5855
367,C0367,Thomas,Middleton,Male,Ohio,826-5829-90
368,C0368,Robin,Unknown,Female,Ohio,882.48.4061
369,C0369,Robert,Wiggins,Male,California,029-0509-87
370,C0370,Sara,Unknown,Female,Unknown,059281675
371,C0371,Leonard,Unknown,Male,Ohio,149.19.7207
372,C0372,John,Smith,Male,New York,713-22-7086
373,C0373,Peter,Unknown,Male,Texas,292-8736-78
374,C0374,John,Morris,Male,Ohio,748-0135-16
375,C0375,Robert,Unknown,Male,Ohio,209-2035-64
376,C0376,Joshua,Anderson,Male,California,271145858
377,C0377,Christopher,Unknown,Male,Texas,960.64.6196
378,C0378,Dennis,Black,Male,New York,915-18-3314
379,C0379,Paula,Adkins,Female,California,437.43.3821
380,C0380,Steven,Brown,Male,New York,257/55/8548
381,C0381,Roy,West,Male,Texas,304865846
382,C0382,Crystal,Unknown,Female,New York,937-5709-93
383,C0383,Lisa,Miller,Female,Texas,802/59/4377
384,C0384,Cory,Oconnor,Male,California,030/98/0111
385,C0385,Daniel,Unknown,Male,New York,223725368
386,C0386,Jillian,Stone,Female,California,086.66.0761
387,C0387,Peter,Hurst,Male,Texas,779-6719-71
388,C0388,Frank,Flores,Male,Ohio,407.29.8822
389,C0389,David,Unknown,Male,New York,997/21/2778
390,C0390,Tanya,Unknown,Female,California,561244634
391,C0391,Eric,Bailey,Male,New York,030/92/0130
392,C0392,Jason,Unknown,Male,California,941/81/5485
393,C0393,Brandon,Ruiz,Male,California,632-46-1894
394,C0394,Erin,Carroll,Female,New York,024/76/7243
395,C0395,Joseph,Unknown,Male,California,538-65-5716
396,C0396,Warren,Bell,Male,Texas,182324729
397,C0397,Glenda,Jackson,Female,Texas,851/72/1298
398,C0398,Laura,Byrd,Female,California,953.50.4542
399,C0399,Matthew,Unknown,Male,Ohio,564-98-7216
400,C0400,Jesse,Unknown,Male,Unknown,863-0850-99
401,C0401,Timothy,Guzman,Male,Texas,009775821
402,C0402,John,Unknown,Male,New York,349.92.3704
403,C0403,Jasmine,Unknown,Female,California,030.41.0612
404,C0404,Anthony,Taylor,Male,New York,596750707
405,C0405,Lee,Boyd,Male,Texas,973.12.1661
406,C0406,Darrell,Unknown,Male,Texas,413/21/8677
407,C0407,Christian,Mcdaniel,Male,Ohio,466-1910-56
408,C0408,Crystal,Kim,Female,New York,768-04-8601
409,C0409,Robert,Greer,Male,New York,797/69/2134
410,C0410,Brent,Banks,Male,New York,263013531
411,C0411,Scott,Unknown,Male,California,302090516
412,C0412,Jessica,Smith,Female,Texas,847-38-4935
413,C0413,Christina,Unknown,Female,Texas,700493877
414,C0414,Paul,Simmons,Male,California,786274563
415,C0415,Anthony,Unknown,Male,California,480-2618-29
416,C0416,Nicholas,Browning,Male,New York,805/15/7487
417,C0417,Troy,Unknown,Male,Ohio,045-9897-29
418,C0418,Ross,Lee,Male,California,789058243
419,C0419,Gordon,Robinson,Male,California,440-4675-63
420,C0420,April,Fuentes,Female,New York,132-0382-03
421,C0421,Herbert,Unknown,Male,Ohio,035/97/8898
422,C0422,Shelby,Unknown,Female,New York,307-93-4376
423,C0423,Ryan,Maldonado,Male,New York,355-05-6327
424,C0424,Shannon,Barker,Female,Unknown,313-47-0842
425,C0425,Justin,Unknown,Male,California,791670874
426,C0426,Brandon,Hernandez,Male,Unknown,904/60/5617
427,C0427,Cameron,Dominguez,Male,New York,084-1787-56
428,C0428,Joseph,Moore,Male,California,017/47/0860
429,C0429,Mary,Buckley,Female,New York,442/92/7146
430,C0430,Dan,Unknown,Male,Ohio,249/55/2779
431,C0431,Jeffrey,Martinez,Male,California,042-24-8141
432,C0432,Olivia,Unknown,Female,Ohio,051.36.9965
433,C0433,Bryan,Hale,Male,Ohio,634.53.0391
434,C0434,Matthew,Unknown,Male,California,783911683
435,C0435,Robert,Unknown,Male,New York,815533127
436,C0436,Vincent,Rodriguez,Male,Texas,198.07.0447
437,C0437,Richard,Williams,Male,New York,908719026
438,C0438,Melanie,Little,Female,New York,828/28/9179
439,C0439,Brian,Acevedo,Male,New York,272/05/3601
440,C0440,Larry,Unknown,Male,New York,347-3921-42
441,C0441,Terri,Edwards,Female,California,493/90/7825
442,C0442,Seth,Alexander,Male,Unknown,555.08.9445
443,C0443,Matthew,Owens,Male,California,352.40.0102
444,C0444,Jason,Wagner,Male,Ohio,982/05/1754
445,C0445,Michael,Savage,Male,New York,882/65/4392
446,C0446,Michael,Carrillo,Male,New York,564/48/4536
447,C0447,Stephanie,Unknown,Female,New York,663/59/5592
448,C0448,April,Mcdowell,Female,New York,073402459
449,C0449,Amy,Ferguson,Female,Texas,749164614
450,C0450,Donna,Unknown,Female,New York,706-0747-80
451,C0451,Brian,Cooper,Male,Ohio,861.42.5250
452,C0452,Theresa,Unknown,Female,Ohio,570-1296-54
453,C0453,Jacob,Coffey,Male,Ohio,867/43/6512
454,C0454,Terry,Unknown,Male,Texas,677/16/8115
455,C0455,James,Chen,Male,California,487420419
456,C0456,Brittany,Johnson,Female,Texas,979/17/3836
457,C0457,Destiny,Marks,Female,New York,672-40-9579
458,C0458,Louis,Unknown,Male,Texas,784481326
459,C0459,Brittney,Cook,Female,New York,970-61-3474
460,C0460,Gina,Woods,Female,California,275/04/1147
461,C0461,Randy,Unknown,Male,Ohio,338.73.8644
462,C0462,Craig,Walker,Male,California,998-9930-65
463,C0463,Martin,Unknown,Male,California,790/15/3522
464,C0464,Jordan,Powers,Male,California,922.14.4773
465,C0465,Andre,Unknown,Male,Texas,837.68.5476
466,C0466,Rachel,Lewis,Female,Ohio,602.11.3834
467,C0467,James,Unknown,Male,New York,456.67.7367
468,C0468,Tammy,Turner,Female,California,362/63/7054
469,C0469,Helen,Unknown,Female,Ohio,139-3812-77
470,C0470,Misty,White,Female,Texas,563/82/5460
471,C0471,Nicole,Walton,Female,Texas,582-91-9525
472,C0472,William,Mullins,Male,New York,008/37/7542
473,C0473,Brandon,Unknown,Male,New York,170-13-0546
474,C0474,Jacob,Taylor,Male,California,604112993
475,C0475,Charles,Cook,Male,New York,280-8436-92
476,C0476,Jonathan,Daniel,Male,Texas,534.21.2238
477,C0477,Timothy,Unknown,Male,New York,294.62.3873
478,C0478,James,Unknown,Male,Ohio,454-62-5243
479,C0479,Jack,Unknown,Male,Ohio,007204052
480,C0480,David,Smith,Male,Texas,847-71-5785
481,C0481,Timothy,Unknown,Male,Texas,868249618
482,C0482,Ricky,Watson,Male,California,271-4829-98
483,C0483,Benjamin,Foster,Male,Unknown,665/64/0040
484,C0484,Jacob,Lyons,Male,New York,362.91.5393
485,C0485,Jamie,White,Male,Unknown,056/37/9133
486,C0486,Matthew,Unknown,Male,New York,975-57-2862
487,C0487,Melvin,Lewis,Male,New York,394.45.8655
488,C0488,John,Johnson,Male,New York,210-75-4618
489,C0489,Adam,Smith,Male,Ohio,140-1181-96
490,C0490,Susan,Unknown,Female,Texas,513-27-7362
491,C0491,Aaron,Barnes,Male,New York,808/49/9780
492,C0492,Christopher,Ford,Male,Texas,901-32-4128
493,C0493,Carlos,Bailey,Male,New York,686/41/1046
494,C0494,Jacob,Smith,Male,New York,730072863
